GeneSym	NA	GeneID
TPGS1	na	91978
TPGS2	na	25941
COG1	na	9382
COG8	na	84342
COG2	na	22796
COG3	na	83548
COG4	na	25839
COG5	na	10466
COG7	na	91949
COG6	na	57511
BUB1	na	699
BUB3	na	9184
BUB1B	na	701
CDC20	na	991
MAD2L1	na	4085
MAD1L1	na	8379
PDZK1	na	5174
PDZK1IP1	na	10158
SLC34A1	na	6569
SIX1	na	6495
CYTH3	na	9265
GRASP	na	160622
DNTT	na	1791
DNTTIP2	na	30836
DFNB31	na	25861
KLK3	na	354
SCG2	na	7857
SERPINA5	na	5104
ARHGEF1	na	9138
GNA14	na	9630
MYOM1	na	8736
CCT2	na	10576
CCT5	na	22948
CCT8	na	10694
TCP1	na	6950
CCT7	na	10574
CCT4	na	10575
CCT3	na	7203
CCT6A	na	908
CCT6B	na	10693
NDC80	na	10403
NUF2	na	83540
SPC24	na	147841
SPC25	na	57405
GUCY1A2	na	2977
GUCY1A3	na	2982
GUCY1B3	na	2983
CALCRL	na	10203
RAMP2	na	10266
RAMP1	na	10267
RAMP3	na	10268
RAB11FIP2	na	22841
NOD2	na	64127
RIPK2	na	8767
MEIS2	na	4212
PDX1	na	3651
PBX1	na	5087
KIF5A	na	3798
KLC2	na	64837
KLC1	na	3831
KIF5B	na	3799
PLEKHM2	na	23207
DPM1	na	8813
DPM2	na	8818
DPM3	na	54344
COL4A1	na	1282
SEC61A1	na	29927
SERPINH1	na	871
DAP3	na	7818
MRPS10	na	55173
MRPS11	na	64963
MRPS14	na	63931
MRPS15	na	64960
MRPS31	na	10240
MRPS18A	na	55168
MRPS21	na	54460
MRPS18C	na	51023
MRPS23	na	51649
MRPS34	na	65993
MRPS27	na	23107
MRPS26	na	64949
MRPS9	na	64965
MRPS12	na	6183
MRPS16	na	51021
MRPS35	na	60488
MRPS5	na	64969
MRPS24	na	64951
MRPS6	na	64968
MRPS28	na	28957
MRPS22	na	56945
MRPS33	na	51650
MRPS36	na	92259
MRPS17	na	51373
MRPS18B	na	28973
MRPS30	na	10884
MRPS2	na	51116
MRPS25	na	64432
MRPS7	na	51081
LACTB	na	114294
MRPL11	na	65003
MRPL47	na	57129
MRPL3	na	11222
MRPL52	na	122704
MRPL46	na	26589
MRPL37	na	51253
MRPL15	na	29088
MRPL4	na	51073
MRPL17	na	63875
MRPL30	na	51263
MRPL24	na	79590
MRPL19	na	9801
MRPL39	na	54148
MRPL44	na	65080
MRPL51	na	51258
MRPL21	na	219927
MRPL9	na	65005
MRPL49	na	740
MRPL54	na	116541
MRPL10	na	124995
MRPL28	na	10573
MRPL12	na	6182
MRPL33	na	9553
MRPL32	na	64983
MRPL23	na	6150
MRPL36	na	64979
MRPL2	na	51069
MRPL14	na	64928
MRPL16	na	54948
MRPL38	na	64978
MRPL20	na	55052
MRPL45	na	84311
MRPL40	na	64976
MRPL35	na	51318
MRPL1	na	65008
MRPL50	na	54534
MRPL27	na	51264
MRPL41	na	64975
MRPL34	na	64981
MRPL42	na	28977
MRPL53	na	116540
MRPL22	na	29093
MRPL55	na	128308
MRPL43	na	84545
MRPL13	na	28998
MRPL18	na	29074
MRPL48	na	51642
EXOC1	na	55763
EXOC2	na	55770
EXOC3	na	11336
EXOC5	na	10640
EXOC7	na	23265
EXOC4	na	60412
EXOC8	na	149371
EXOC6	na	54536
DAD1	na	1603
MAGT1	na	84061
RPN1	na	6184
RPN2	na	6185
DDOST	na	1650
STT3A	na	3703
STT3B	na	201595
TUSC3	na	7991
CHMP1A	na	5119
CHMP2A	na	27243
CHMP5	na	51510
CHMP4B	na	128866
CHMP4C	na	92421
CHMP1B	na	57132
CHMP6	na	79643
CHMP2B	na	25978
CHMP4A	na	29082
CHMP3	na	51652
PTGS2	na	5743
PSMG1	na	8624
PSMG2	na	56984
